url,price_rate,price_rate_type,total_price,room_and_property_type,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest
https://www.airbnb.com/rooms/572364438394890131,113.0,nightly,,Entire condo,35.731796,-83.517754,1.0,1.0,Entire home/apt,16,"Resort view,Mountain view,Golf course view,Bathtub,Hair dryer,Shampoo,Washer,Dryer,Essentials - Towels, bed sheets, soap, and toilet paper,Bed linens,Iron,Safe,TV,Game console,Board games,Air conditioning,Indoor fireplace,Ceiling fan,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Toaster,Blender,Resort access - Guests can use nearby resort facilities,Patio or balcony,Backyard - An open space on the property usually covered in grass,Bikes,Pool,Hot tub,Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.,Gym,Long term stays allowed - Allow stay for 28 days or more",0,,,,,,,,,
https://www.airbnb.com/rooms/572364448316791117,113.0,nightly,,Entire condo,35.731796,-83.517754,1.0,1.0,Entire home/apt,8,"Mountain view,Golf course view,Resort view,Bathtub,Hair dryer,Shampoo,Washer,Dryer,Essentials - Towels, bed sheets, soap, and toilet paper,Bed linens,Iron,Safe,TV,Game console,Board games,Air conditioning,Indoor fireplace,Ceiling fan,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Toaster,Blender,Resort access - Guests can use nearby resort facilities,Patio or balcony,Backyard - An open space on the property usually covered in grass,Bikes,Pool,Hot tub,Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.,Gym,Long term stays allowed - Allow stay for 28 days or more",0,,,,,,,,,
https://www.airbnb.com/rooms/53848697,126.0,nightly,,Entire cabin,35.738178,-83.434952,0.9,0.95,Entire home/apt,2,"Mountain view,Valley view,Hair dryer,Body soap,Hot water,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage: dresser,Ethernet connection,55"" HDTV with Hulu, Roku,Central air conditioning,Indoor fireplace: electric,Ceiling fan,Central heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace - Guests have a desk or table that’s used just for working, along with a comfortable chair.,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stainless steel electric stove,Stainless steel oven,Hot water kettle,Coffee maker: drip coffee maker, Keurig coffee machine,Wine glasses,Toaster,Baking sheet,Blender,Barbecue utensils - Grill, charcoal, bamboo skewers/iron skewers, etc.,Coffee,Dining table,Private entrance - Separate street or building entrance,Laundromat nearby,Private patio or balcony,Shared backyard – Not fully fenced - An open space on the property usually covered in grass,Outdoor furniture,Outdoor dining area,BBQ grill: charcoal,Free driveway parking on premises,Private hot tub,Paid parking lot off premises,Single level home - No stairs in home,Long term stays allowed - Allow stay for 28 days or more,Self check-in,Keypad - Check yourself into the home with a door code",33,,4.91,4.97,4.97,4.97,4.94,4.91,5.0,4.88
https://www.airbnb.com/rooms/53850622,126.0,nightly,,Entire cabin,35.738178,-83.434952,0.9,0.95,Entire home/apt,2,"Valley view,Mountain view,Hair dryer,Cleaning products,Body soap,Hot water,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Ethernet connection,TV,Central air conditioning,Indoor fireplace: electric,Ceiling fan,Central heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace - Guests have a desk or table that’s used just for working, along with a comfortable chair.,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker: Keurig coffee machine,Wine glasses,Toaster,Baking sheet,Blender,Barbecue utensils - Grill, charcoal, bamboo skewers/iron skewers, etc.,Coffee,Dining table,Private entrance - Separate street or building entrance,Laundromat nearby,Private patio or balcony,Shared backyard – Not fully fenced - An open space on the property usually covered in grass,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Private hot tub,Paid parking off premises,Single level home - No stairs in home,Long term stays allowed - Allow stay for 28 days or more,Self check-in,Keypad - Check yourself into the home with a door code",43,,5.0,5.0,4.88,5.0,4.93,4.88,5.0,4.98
https://www.airbnb.com/rooms/42506175,126.0,nightly,,Entire cabin,35.761517,-83.474007,0.95,0.95,Entire home/apt,2,"Valley view,Mountain view,Hair dryer,Hot water,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Extra pillows and blankets,Iron,Ethernet connection,HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku,Central air conditioning,Indoor fireplace: electric,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Fast wifi – 240 Mbps - Verified by speed test. Stream 4K videos and join video calls on multiple devices.,Dedicated workspace - Guests have a desk or table that’s used just for working, along with a comfortable chair.,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stove,Oven,Coffee maker: Keurig coffee machine,Baking sheet,Barbecue utensils - Grill, charcoal, bamboo skewers/iron skewers, etc.,Private entrance - Separate street or building entrance,Laundromat nearby,Private patio or balcony,Outdoor furniture,BBQ grill,Free parking on premises,Free street parking,Private hot tub,Self check-in,Keypad - Check yourself into the home with a door code,Long term stays allowed - Allow stay for 28 days or more",185,,4.88,4.97,4.82,5.0,4.9,4.75,5.0,4.83
https://www.airbnb.com/rooms/44576714,140.0,nightly,,Entire cabin,35.755432,-83.503502,0.9,0.95,Entire home/apt,4,"Valley view,Mountain view,Bathtub,Hair dryer,Hot water,Washer – In unit,Dryer – In unit,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Ethernet connection,HDTV with Netflix, HBO Max, Amazon Prime Video, premium cable, standard cable,Central air conditioning,Indoor fireplace,Central heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Dishwasher,Electric stove,Oven,Coffee maker,Private entrance - Separate street or building entrance,Private patio or balcony,Private backyard – Not fully fenced - An open space on the property usually covered in grass,Outdoor furniture,BBQ grill,Free parking on premises,Free street parking,Private hot tub,Single level home - No stairs in home,Long term stays allowed - Allow stay for 28 days or more,Self check-in,Keypad - Check yourself into the home with a door code",140,,4.94,5.0,4.89,4.99,4.95,4.86,5.0,4.94
https://www.airbnb.com/rooms/27706982,145.0,nightly,,Entire cabin,35.74096,-83.48408,1.0,1.0,Entire home/apt,2,"Washer,Dryer,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Iron,TV with standard cable,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Fire extinguisher,Wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Dishwasher,Stove,Oven,Coffee maker,Private entrance - Separate street or building entrance,Patio or balcony,BBQ grill,Free parking on premises,Free street parking,Hot tub,Single level home - No stairs in home,Self check-in,Smart lock",383,,4.96,4.98,4.89,4.98,4.97,4.87,5.0,4.94
https://www.airbnb.com/rooms/42159832,115.0,nightly,,Entire loft,35.71789,-83.49021,1.0,1.0,Entire home/apt,6,"Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Washer,Dryer,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Dishwasher,Stove,Oven,Coffee maker: pour-over coffee,Wine glasses,Toaster,Baking sheet,Barbecue utensils - Grill, charcoal, bamboo skewers/iron skewers, etc.,Dining table,Private entrance - Separate street or building entrance,Patio or balcony,Backyard - An open space on the property usually covered in grass,Fire pit,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Pool,Hot tub,Sauna,Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.,Gym",7,,5.0,4.86,4.71,4.71,5.0,5.0,5.0,5.0
https://www.airbnb.com/rooms/36137398,106.0,nightly,,Entire cabin,35.73979,-83.50494,1.0,1.0,Entire home/apt,2,"Mountain view,Bed linens,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Cooking basics - Pots and pans, oil, salt and pepper,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Dishwasher,Stove,Oven,Coffee maker,Toaster,Private entrance - Separate street or building entrance,Patio or balcony,BBQ grill,Hot tub,Self check-in,Smart lock,Long term stays allowed - Allow stay for 28 days or more",9,,5.0,4.78,5.0,4.67,5.0,4.67,5.0,4.89
https://www.airbnb.com/rooms/47464388,283.0,nightly,,Entire cabin,35.74309,-83.50024,1.0,1.0,Entire home/apt,4,"Bathtub,Hair dryer,Shampoo,Body soap,Hot water,Washer,Dryer,Essentials - Towels, bed sheets, soap, and toilet paper,Hangers,Bed linens,Iron,Ethernet connection,TV,Game console,Board games,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Pocket wifi,Kitchen - Space where guests can cook their own meals,Refrigerator,Microwave,Dishes and silverware - Bowls, chopsticks, plates, cups, etc.,Freezer,Dishwasher,Stove,Oven,Coffee maker: Keurig coffee machine,Wine glasses,Dining table,Private entrance - Separate street or building entrance,Patio or balcony,Fire pit,Outdoor furniture,BBQ grill,Free parking on premises,Hot tub,Long term stays allowed - Allow stay for 28 days or more,Self check-in,Smart lock",119,,4.99,5.0,4.97,5.0,4.99,4.93,5.0,4.98
